id,Area,BHK,Bathroom,Furnishing,Locality,Place,Parking,Price,Status,Transaction,Type,Per_Sqft
893,900,2,2,Unfurnished,Sheikh Sarai Phase 1,Sheikh Sarai,2,5500000,Ready_to_move,New_Property,Builder_Floor,12307
894,45,4,3,Unfurnished,"Batla House, Okhla",okhla,1,5500000,Ready_to_move,New_Property,Builder_Floor,18750
895,1000,3,3,Semi-Furnished,Sultanpur Extension,sulthanpur,1,5500000,Ready_to_move,New_Property,Apartment,
896,1000,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,5500000,Ready_to_move,New_Property,Apartment,3714
897,1305,4,3,Unfurnished,"JVTS Gardens, Chhattarpur",Chhattarpur,1,5500000,Almost_ready,New_Property,Builder_Floor,
898,630,2,2,Semi-Furnished,Rohini Sector 24,Rohini,1,5500000,Ready_to_move,New_Property,Builder_Floor,6154
899,800,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,5500000,Ready_to_move,New_Property,Apartment,6875
900,800,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,5500000,Ready_to_move,New_Property,Apartment,6875
901,800,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,5500000,Ready_to_move,New_Property,Builder_Floor,6714
902,950,3,2,Semi-Furnished,Shahdara,shahdara,1,5500000,Ready_to_move,Resale,Apartment,6526
903,100,3,2,Unfurnished,Geeta Colony,Geeta Colony,1,5500000,Ready_to_move,Resale,Builder_Floor,6667
904,945,3,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,5500000,Ready_to_move,Resale,Apartment,5820
905,900,3,2,Furnished,"Abul Fazal Enclave Part-II, Okhla",okhla,1,5500000,Ready_to_move,Resale,Builder_Floor,16917
906,720,2,2,Unfurnished,"Govindpuri Extension, Kalkaji",kalkaji,1,5500000,Almost_ready,New_Property,Builder_Floor,18000
907,345,1,1,Semi-Furnished,Karol Bagh,karol bagh,1,5500000,Ready_to_move,Resale,Builder_Floor,125984
908,800,3,2,Semi-Furnished,"Lalita Park, Laxmi Nagar",Laxmi Nagar,1,5400000,Ready_to_move,Resale,Builder_Floor,32000
909,810,3,2,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",uttam nagar,1,5400000,Ready_to_move,Resale,Builder_Floor,5794
910,430.556,1,1,Furnished,"Rohini Sector 18 carpet area 40 sqm status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing East overlooking Main Road car parking 2 Open bathroom 1 balcony 1 ownership Freehold East Facing Property It an LIG three side corner flat in second floor, having full scope of expansion. interior decorated with 2 textured wall , kajaria tiles , fully modular kitchen, branded bathroom and toilet fittings, LED panel, ac in one bedroom, false ceiling in entire flat.south facing unobstructed view balcony. It was all renovated only 2.5 yrs back so every thing is in brand new condition. read more Contact Owner View Phone No. Share Feedback Owner Pramod",Rohini,2,5300000,Ready_to_move,Resale,Apartment,6154
911,820,3,2,Semi-Furnished,Mahavir Enclave,Mahavir Enclave,1,5200000,Ready_to_move,Resale,Builder_Floor,42222
912,1350,3,2,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",dwarka,1,5130000,Ready_to_move,New_Property,Apartment,3800
913,4050,6,3,Furnished,Budh Vihar Phase 1,Budh Vihar,1,5100000,Ready_to_move,Resale,Builder_Floor,1259
914,1175,3,3,Unfurnished,"JVTS Gardens, Chhattarpur",Chhattarpur,4,5000000,Almost_ready,New_Property,Builder_Floor,
915,861.112,2,2,Furnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,2,5000000,Ready_to_move,Resale,Builder_Floor,5806
916,750,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,5000000,Ready_to_move,New_Property,Apartment,6667
917,660,2,2,Semi-Furnished,Rohini Sector 24,Rohini,1,5000000,Ready_to_move,Resale,Builder_Floor,6154
918,28,2,2,Furnished,Rohini Sector 25,Rohini,1,5000000,Ready_to_move,New_Property,Apartment,8750
919,1125,2,2,Unfurnished,"Yamuna Vihar, Shahdara",shahdara,1,5000000,Ready_to_move,Resale,Builder_Floor,4444
920,1000,2,2,Furnished,"Kishangarh, Vasant Kunj",Vasant kunj,1,5000000,Ready_to_move,Resale,Builder_Floor,21818
921,1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,5000000,Ready_to_move,New_Property,Apartment,5000
922,450,2,2,Semi-Furnished,"Paschimpuri, Paschim Vihar",Paschim vihar,1,5000000,Ready_to_move,Resale,Builder_Floor,
923,800,2,2,Semi-Furnished,Sultanpur,sulthanpur,1,5000000,Almost_ready,Resale,Builder_Floor,3714
924,950,3,2,Unfurnished,Mahavir Enclave Part 1,Mahavir Enclave,1,5000000,Ready_to_move,Resale,Builder_Floor,4922
925,990,3,2,Furnished,Narela,Narela,1,5000000,Ready_to_move,Resale,Builder_Floor,5051
926,576,2,2,Unfurnished,"Prasad Nagar, Karol Bagh",karol bagh,1,5000000,Ready_to_move,Resale,Apartment,14815
927,35,3,2,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",okhla,2,4950000,Ready_to_move,Resale,Apartment,19841
928,900,3,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,4900000,Ready_to_move,New_Property,Builder_Floor,4138
929,729,2,2,Semi-Furnished,"Mohan Garden, Razapur Khurd",Razapur Khurd,1,4800000,Ready_to_move,Resale,Builder_Floor,6584
930,855,3,2,Unfurnished,Mahavir Enclave Part 1,Mahavir Enclave,1,4800000,Ready_to_move,Resale,Apartment,
931,900,3,2,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,4800000,Ready_to_move,Resale,Apartment,12000
932,720,2,2,Unfurnished,"Govindpuri Extension, Kalkaji",kalkaji,2,4700000,Ready_to_move,Resale,Builder_Floor,
933,660,2,2,Semi-Furnished,"Rohini Sector 25 carpet area 660 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property Near by Ryan international school 2BHK Located on the Ground Floor of a four story building with open parking the flat measure 720 Sq Ft the property is located in a green and plush sector with common parks opposite every lane and bus and auto stand nearby. its situated 1.5 km from the metro station and walkable distance from shopping distance from shopping complex. read more Contact Agent View Phone No. Share Feedback Know your Certified Agent CRISIL Rating No of Employees 9 Kulwant & Company Certified Agent Trusted by Users Genuine Listings 5500+ Buyers Served",Rohini,1,4700000,Ready_to_move,New_Property,Builder_Floor,6154
934,720,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,4700000,Ready_to_move,New_Property,Apartment,6528
935,700,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,4700000,Ready_to_move,New_Property,Apartment,6714
936,600,2,2,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",Safdarjung Enclave,1,4700000,Ready_to_move,Resale,Builder_Floor,14818
937,1000,3,2,Unfurnished,"Virat Residency, Dwarka Mor",dwarka,1,4620000,Ready_to_move,New_Property,Apartment,4620
938,700,2,2,Unfurnished,"Ram Nagar, Shahdara",shahdara,0,4600000,Ready_to_move,New_Property,Builder_Floor,
939,750,1,1,Furnished,"DDA Flats Sector 14, Dwarka Sector 14",dwarka,2,4600000,Ready_to_move,Resale,Apartment,
940,900,2,2,Unfurnished,Narela Sector A9,Narela,1,4600000,Ready_to_move,Resale,Apartment,4270
941,630,2,2,Semi-Furnished,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",Sheikh Sarai,1,4600000,Ready_to_move,Resale,Builder_Floor,65714
942,900,3,2,Semi-Furnished,"Vijay Vihar, Rohini",Rohini,5,4500000,Ready_to_move,Resale,Builder_Floor,6154
943,810,2,2,Unfurnished,Chhattarpur,Chhattarpur,4,4500000,Ready_to_move,Resale,Apartment,
944,1035,3,3,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,4500000,Ready_to_move,New_Property,Builder_Floor,4138
945,800,3,3,Semi-Furnished,Mehrauli,Mehrauli,1,4500000,Ready_to_move,Resale,Apartment,3294
946,550,2,2,Semi-Furnished,Rohini Sector 22,Rohini,1,4500000,Ready_to_move,New_Property,Builder_Floor,6154
947,810,3,2,Semi-Furnished,Budh Vihar,Budh Vihar,1,4500000,Ready_to_move,Resale,Builder_Floor,
948,900,2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Builder_Floor,
949,750,2,2,Unfurnished,"Balbir Nagar, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Builder_Floor,6526
950,850,3,2,Semi-Furnished,"Gorakh Park West, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Builder_Floor,6526
951,850,2,2,Furnished,"Jyoti Colony, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Builder_Floor,3901
952,70,1,2,Unfurnished,"Yamuna Vihar, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Apartment,5357
953,850,2,2,Furnished,"Jyoti Colony, Shahdara",shahdara,1,4500000,Ready_to_move,Resale,Builder_Floor,12500
954,800,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,4500000,Ready_to_move,New_Property,Builder_Floor,7778
955,750,2,2,Semi-Furnished,Sultanpur,sulthanpur,1,4500000,Almost_ready,Resale,Builder_Floor,3714
956,600,2,2,Unfurnished,Sultanpur,sulthanpur,1,4500000,Ready_to_move,Resale,Apartment,3444
957,3600,2,2,Semi-Furnished,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",Chhattarpur,1,4500000,Ready_to_move,New_Property,Builder_Floor,
958,720,3,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,4500000,Ready_to_move,Resale,Builder_Floor,42222
959,405,1,1,Semi-Furnished,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil",Paschim vihar,1,4500000,Ready_to_move,Resale,Apartment,14722
960,1300,3,3,Semi-Furnished,Chhattarpur,Chhattarpur,1,4400000,Ready_to_move,New_Property,Builder_Floor,4138
961,680,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,4400000,Ready_to_move,New_Property,Apartment,6471
962,800,2,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,4400000,Ready_to_move,New_Property,Apartment,
963,800,3,2,Semi-Furnished,Mahavir Enclave,Mahavir Enclave,1,4400000,Ready_to_move,New_Property,Builder_Floor,
964,950,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",uttam nagar,1,4370000,Ready_to_move,New_Property,Apartment,4600
965,100,3,2,Furnished,Budh Vihar Phase 1,Budh Vihar,1,4300000,Ready_to_move,New_Property,Builder_Floor,43000
966,430.556,1,1,Unfurnished,Dilshad Garden,Dilshad,1,4300000,Ready_to_move,Resale,Apartment,9375
967,650,3,2,Unfurnished,"Khirki extension, Malviya Nagar",Malviya Nagar,3,4200000,Ready_to_move,Resale,Builder_Floor,14888
968,600,2,2,Semi-Furnished,Rohini Sector 24,Rohini,1,4200000,Ready_to_move,Resale,Builder_Floor,6667
969,810,3,2,Semi-Furnished,Mahavir Enclave,Mahavir Enclave,1,4200000,Ready_to_move,New_Property,Apartment,4922
970,350,1,1,Unfurnished,"DDA Pocket E, Dilshad Garden",Dilshad,1,4200000,Ready_to_move,Resale,Apartment,12000
971,464,3,1,Unfurnished,"Bhagwan Das Nagar, Punjabi Bagh",Punjabi Bhag,1,4200000,Ready_to_move,Resale,Builder_Floor,15278
972,990,2,2,Semi-Furnished,Shahdara,shahdara,2,4100000,Ready_to_move,Resale,Builder_Floor,6526
973,630,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,4100000,Ready_to_move,New_Property,Apartment,6508
974,468,2,2,Unfurnished,Karol Bagh,karol bagh,1,4100000,Ready_to_move,Resale,Builder_Floor,8761
975,61,3,3,Unfurnished,"Bhorgarh, Narela",Narela,1,4000000,Ready_to_move,Resale,Apartment,4270
976,650,2,2,Semi-Furnished,"Delhi Homes, Rohini Sector 24",Rohini,1,4000000,Ready_to_move,New_Property,Apartment,6154
977,900,3,2,Semi-Furnished,Budh Vihar,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,4444
978,450,2,2,Furnished,Budh Vihar,Budh Vihar,1,4000000,Ready_to_move,Resale,Builder_Floor,2500
979,990,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,4040
980,780,3,2,Semi-Furnished,Uttam Nagar,uttam nagar,1,4000000,Ready_to_move,New_Property,Builder_Floor,6111
981,805,2,2,Unfurnished,"Kiran Garden, Uttam Nagar",uttam nagar,1,4000000,Ready_to_move,Resale,Builder_Floor,6111
982,750,2,2,Unfurnished,Sultanpur,sulthanpur,1,4000000,Ready_to_move,Resale,Builder_Floor,3714
983,855,2,2,Semi-Furnished,Mehrauli,Mehrauli,1,4000000,Ready_to_move,Resale,Builder_Floor,4678
984,585,2,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",Sheikh Sarai,1,4000000,Ready_to_move,Resale,Builder_Floor,
985,720,2,1,Unfurnished,"Yamuna Vihar, Shahdara",shahdara,1,4000000,Ready_to_move,Resale,Builder_Floor,5556
986,405,2,1,Semi-Furnished,Patel Nagar West,Patel Nagar,1,3950000,Ready_to_move,Resale,Apartment,1667
987,535,2,1,Furnished,"Dev Nagar, Karol Bagh",karol bagh,1,3900000,Ready_to_move,New_Property,Apartment,7290
988,800,3,2,Semi-Furnished,"Ram Nagar, Shahdara",shahdara,2,3800000,Ready_to_move,Resale,Builder_Floor,6526
989,900,2,2,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",Narela,2,3800000,Ready_to_move,Resale,Apartment,4222
990,450,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,3800000,Ready_to_move,New_Property,Builder_Floor,6714
991,765,3,2,Semi-Furnished,Dwarka Mor,dwarka,1,3800000,Ready_to_move,Resale,Builder_Floor,5794
992,810,3,2,Furnished,Mahavir Enclave,Mahavir Enclave,1,3800000,Ready_to_move,Resale,Builder_Floor,42222
993,750,2,2,Semi-Furnished,"Abul Fazal Enclave Part-II, Okhla",okhla,1,3800000,Ready_to_move,Resale,Builder_Floor,10320
994,650,2,2,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",Sheikh Sarai,1,3800000,Ready_to_move,Resale,Apartment,15882
995,700,2,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,1,3800000,Ready_to_move,New_Property,Builder_Floor,
996,58,2,1,Unfurnished,Geeta Colony,Geeta Colony,1,3800000,Ready_to_move,Resale,Apartment,6667
997,770,2,2,Semi-Furnished,Mahavir Enclave,Mahavir Enclave,1,3790000,Ready_to_move,New_Property,Builder_Floor,4922
998,1050,3,2,Unfurnished,"The Elite Spire, Dwarka Sector 21",dwarka,1,3700000,Ready_to_move,New_Property,Apartment,3524
999,765,3,2,Unfurnished,"Manglapuri, Sultanpur",sulthanpur,1,3700000,Ready_to_move,Resale,Builder_Floor,4837
1000,500,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,3700000,Ready_to_move,Resale,Builder_Floor,32000
1001,504,3,1,Semi-Furnished,"Seelampur, Shahdara",shahdara,0,3600000,Ready_to_move,Resale,Apartment,7143
1002,550,2,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",Laxmi Nagar,2,3600000,Ready_to_move,New_Property,Builder_Floor,32000
1003,450,2,1,Unfurnished,"Budh Vihar super area 50 sqyrd status Ready to Move floor Ground out of 2 floors transaction Resale furnishing Unfurnished facing East car parking 1 Open bathroom 1 balcony 2 ownership Freehold For Sale 2 BHK 50 yrd, 2 side open Ground Floor, First and Second Floor in H Block, Gali No. 04, Near Laxmi Narain Mandir, BudhVihar read more Contact Agent View Phone No. Share Feedback Agent Sahyog Properties 1000+ Buyers Served",Budh Vihar,1,3600000,Ready_to_move,Resale,Builder_Floor,72000
1004,400,1,1,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,3600000,Ready_to_move,Resale,Builder_Floor,7666
1005,540,2,1,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",okhla,1,3600000,Ready_to_move,New_Property,Builder_Floor,25512
1006,365,1,1,Unfurnished,Narela,Narela,39,3500000,Ready_to_move,Resale,Apartment,7143
1007,50,1,1,Unfurnished,"DDA Lig Flats, Narela",Narela,39,3500000,Ready_to_move,New_Property,Apartment,5128
1008,666,1,2,Furnished,Budh Vihar Phase 1,Budh Vihar,1,3500000,Ready_to_move,Resale,Builder_Floor,5255
1009,550,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,3500000,Ready_to_move,New_Property,Apartment,6364
1010,700,2,2,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,3500000,Ready_to_move,Resale,Builder_Floor,3714
1011,750,2,2,Unfurnished,Chhattarpur,Chhattarpur,1,3500000,Ready_to_move,New_Property,Builder_Floor,4138
1012,900,2,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,3500000,Ready_to_move,New_Property,Builder_Floor,4138
1013,173,2,2,Unfurnished,Mehrauli,Mehrauli,1,3500000,Ready_to_move,Resale,Builder_Floor,3667
1014,527,2,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,3500000,Ready_to_move,Resale,Builder_Floor,
1015,565,2,2,Unfurnished,Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,Mahavir Enclave,1,3500000,Ready_to_move,Resale,Builder_Floor,5820
1016,450,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,7778
1017,441,2,1,Unfurnished,"Krishan Kunj, Laxmi Nagar",Laxmi Nagar,1,3500000,Ready_to_move,Resale,Apartment,32000
1018,540,2,1,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,11667
1019,437,1,1,Furnished,"DDA Lig Flats, Narela",Narela,1,3500000,Ready_to_move,New_Property,Apartment,4270
1020,50,1,1,Semi-Furnished,"DDA Lig Flats, Narela",Narela,1,3500000,Ready_to_move,New_Property,Apartment,5051
1021,400,1,1,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,3500000,Ready_to_move,Resale,Apartment,
1022,680,3,2,Semi-Furnished,Dwarka Mor,dwarka,1,3400000,Ready_to_move,New_Property,Builder_Floor,6111
1023,500,1,1,Semi-Furnished,"Sanskriti Apartment, Rohini Sector 28",Rohini,1,3400000,Ready_to_move,Resale,Apartment,8750
1024,344.4448,2,2,Semi-Furnished,Rohini Sector 8 How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 32 sqm status Ready to Move floor 1 transaction Resale furnishing Semi-Furnished Contact Now Enquire Now Auction By,Rohini,1,3310000,Ready_to_move,Resale,Builder_Floor,6154
1025,450,1,1,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,0,3300000,Ready_to_move,Resale,Apartment,
1026,460,2,1,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,2,3300000,Ready_to_move,Resale,Builder_Floor,8640
1027,540,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",uttam nagar,1,3300000,Ready_to_move,New_Property,Apartment,6111
1028,500,2,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,1,3300000,Ready_to_move,New_Property,Builder_Floor,
1029,675,2,1,Unfurnished,Shahdara,shahdara,1,3300000,Ready_to_move,Resale,Apartment,6526
1030,846,2,1,Unfurnished,"Shivnam Apartment, Shahdara",shahdara,1,3300000,Ready_to_move,New_Property,Apartment,3901
1031,500,2,2,Semi-Furnished,Dwarka Mor,dwarka,1,3200000,Ready_to_move,New_Property,Builder_Floor,6111
1032,585,2,2,Unfurnished,Uttam Nagar,uttam nagar,1,3200000,Ready_to_move,Resale,Builder_Floor,5794
1033,600,2,2,Unfurnished,Mehrauli,Mehrauli,1,3200000,Ready_to_move,Resale,Builder_Floor,5333
1034,500,2,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,3200000,Ready_to_move,Resale,Apartment,4922
1035,378,1,1,Unfurnished,"Paschimpuri, Paschim Vihar",Paschim vihar,1,3200000,Ready_to_move,Resale,Apartment,13889
1036,620,2,2,Semi-Furnished,Uttam Nagar,uttam nagar,1,3100000,Ready_to_move,New_Property,Builder_Floor,6111
1037,900,2,2,Semi-Furnished,"Indra Park Palam, Manglapuri",Manglapuri,1,3100000,Ready_to_move,Resale,Builder_Floor,3444
1038,675,2,2,Unfurnished,"Abul Fazal Enclave Part-II, Okhla",okhla,1,3100000,Ready_to_move,Resale,Builder_Floor,5556
1039,350,1,1,Unfurnished,"DDA Flats Pocket 3, Narela",Narela,39,3000000,Ready_to_move,Resale,Apartment,5128
1040,75,2,2,Semi-Furnished,Budh Vihar,Budh Vihar,1,3000000,Ready_to_move,Resale,Builder_Floor,40000
1041,540,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",dwarka,1,3000000,Ready_to_move,New_Property,Apartment,5000
1042,800,2,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,3000000,Ready_to_move,New_Property,Builder_Floor,
1043,725,2,2,Furnished,Chhattarpur,Chhattarpur,1,3000000,Ready_to_move,Resale,Apartment,4138
1044,700,2,2,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,3000000,Ready_to_move,New_Property,Builder_Floor,4138
1045,600,2,2,Semi-Furnished,Mahavir Enclave,Mahavir Enclave,1,3000000,Ready_to_move,New_Property,Apartment,
1046,376.7365,1,1,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,3000000,Ready_to_move,New_Property,Apartment,85715
1047,540,1,1,Unfurnished,"Arjun Nagar, Safdarjung Enclave",Safdarjung Enclave,1,3000000,Ready_to_move,Resale,Builder_Floor,14818
1048,450,1,1,Semi-Furnished,Alaknanda,Alaknanda,1,3000000,Ready_to_move,Resale,Builder_Floor,12500
1049,600,2,1,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,3000000,Ready_to_move,Resale,Apartment,4922
1050,452.0838,2,1,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",Narela,1,3000000,Ready_to_move,Resale,Apartment,6636
1051,350,1,1,Unfurnished,"DDA Flats Pocket O, Dilshad Garden",Dilshad,1,3000000,Ready_to_move,Resale,Apartment,9375
1052,850,2,2,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",Najafgarh,1,2940000,Almost_ready,New_Property,Apartment,24718
1053,450,2,2,None,"Gandhi Nagar, Shahdara",shahdara,0,2900000,Ready_to_move,Resale,None,58000
1054,450,2,2,Unfurnished,Dwarka Mor,dwarka,1,2900000,Ready_to_move,Resale,Builder_Floor,5794
1055,710,2,2,Unfurnished,Mahavir Enclave,Mahavir Enclave,1,2900000,Ready_to_move,Resale,Apartment,4922
1056,558,2,1,Unfurnished,"Rohtash Nagar, Shahdara",shahdara,1,2900000,Ready_to_move,New_Property,Builder_Floor,6526
1057,675,2,1,Unfurnished,Uttam Nagar,uttam nagar,1,2900000,Ready_to_move,Resale,Builder_Floor,5794
1058,559.7228,2,2,Furnished,Narela,Narela,3,2850000,Ready_to_move,Resale,Apartment,5092
1059,445,2,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,2800000,Ready_to_move,New_Property,Apartment,7931
1060,900,3,2,Semi-Furnished,"SB Residency, Dwarka Mor",dwarka,1,2800000,Ready_to_move,New_Property,Builder_Floor,6111
1061,1100,2,2,Semi-Furnished,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",sulthanpur,1,2800000,Ready_to_move,Resale,Builder_Floor,8333
1062,675,2,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,2800000,Ready_to_move,New_Property,Builder_Floor,
1063,630,2,2,Unfurnished,Chhattarpur Enclave Phase2,Chhattarpur,1,2800000,Ready_to_move,Resale,Apartment,
1064,850,2,2,Semi-Furnished,Mehrauli,Mehrauli,1,2800000,Ready_to_move,Resale,Apartment,3294
1065,650,2,2,Semi-Furnished,Mehrauli,Mehrauli,0,2750000,Ready_to_move,Resale,Apartment,
1066,450,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,2,2700000,Ready_to_move,New_Property,Builder_Floor,7778
1067,440,2,2,Unfurnished,Shahdara,shahdara,1,2700000,Ready_to_move,Resale,Apartment,6526
1068,450,1,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,2700000,Ready_to_move,Resale,Builder_Floor,
1069,540,2,1,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,2700000,Ready_to_move,New_Property,Apartment,5000
1070,504,2,1,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,2700000,Ready_to_move,Resale,Builder_Floor,5357
1071,852,2,2,Unfurnished,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By,shahdara,1,2670000,Ready_to_move,Resale,Apartment,6667
1072,540,2,2,Semi-Furnished,Uttam Nagar,uttam nagar,1,2650000,Ready_to_move,New_Property,Builder_Floor,
1073,729,3,4,Furnished,Budh Vihar,Budh Vihar,1,2600000,Ready_to_move,Resale,Builder_Floor,3567
1074,540,2,2,Semi-Furnished,Uttam Nagar West,uttam nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,6111
